,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Tidak Sekolah,Sekolah,Universitas
30156,36.02.18.2007,36.02.18,36.02,36,1445.0,3021.0,230.0
30157,36.02.18.2010,36.02.18,36.02,36,1728.0,3623.0,188.0
30158,36.02.18.2011,36.02.18,36.02,36,2248.0,4174.0,490.0
30159,36.02.18.2014,36.02.18,36.02,36,1335.0,2524.0,14.0
30160,36.02.19.2004,36.02.19,36.02,36,896.0,1822.0,38.0
30161,36.02.19.2006,36.02.19,36.02,36,1203.0,2494.0,58.0
30162,36.02.19.2007,36.02.19,36.02,36,551.0,1833.0,53.0
30163,36.02.19.2009,36.02.19,36.02,36,744.0,1969.0,40.0
30164,36.02.19.2011,36.02.19,36.02,36,771.0,1805.0,62.0
30165,36.02.19.2016,36.02.19,36.02,36,758.0,1604.0,14.0
30166,36.02.19.2017,36.02.19,36.02,36,581.0,1375.0,5.0
30167,36.02.19.2018,36.02.19,36.02,36,644.0,1204.0,13.0
30168,36.02.19.2019,36.02.19,36.02,36,927.0,1474.0,16.0
30169,36.02.19.2020,36.02.19,36.02,36,333.0,1054.0,8.0
30170,36.02.19.2021,36.02.19,36.02,36,547.0,1620.0,42.0
30171,36.02.19.2022,36.02.19,36.02,36,904.0,904.0,13.0
30172,36.02.19.2023,36.02.19,36.02,36,895.0,2262.0,112.0
30173,36.02.20.2001,36.02.20,36.02,36,715.0,2154.0,57.0
30174,36.02.20.2006,36.02.20,36.02,36,745.0,2179.0,84.0
30175,36.02.20.2007,36.02.20,36.02,36,1157.0,2979.0,119.0
30176,36.02.20.2008,36.02.20,36.02,36,598.0,1989.0,18.0
30177,36.02.20.2009,36.02.20,36.02,36,477.0,1435.0,46.0
30178,36.02.20.2010,36.02.20,36.02,36,750.0,1917.0,88.0
30179,36.02.21.2001,36.02.21,36.02,36,1935.0,4640.0,102.0
30180,36.02.21.2012,36.02.21,36.02,36,747.0,1780.0,17.0
30181,36.02.21.2004,36.02.21,36.02,36,597.0,1524.0,19.0
30182,36.02.27.2003,36.02.27,36.02,36,886.0,1235.0,35.0
30183,36.02.21.2005,36.02.21,36.02,36,3187.0,7181.0,198.0
30184,36.02.21.2007,36.02.21,36.02,36,712.0,2038.0,42.0
30185,36.02.21.2008,36.02.21,36.02,36,989.0,2184.0,56.0
30186,36.02.21.2010,36.02.21,36.02,36,1724.0,3540.0,58.0
30187,36.02.21.2013,36.02.21,36.02,36,497.0,1415.0,14.0
30188,36.02.22.2001,36.02.22,36.02,36,679.0,1924.0,69.0
30189,36.02.22.2002,36.02.22,36.02,36,1121.0,2800.0,22.0
30190,36.02.22.2003,36.02.22,36.02,36,619.0,1383.0,28.0
30191,36.02.22.2005,36.02.22,36.02,36,1243.0,2528.0,67.0
30192,36.02.22.2007,36.02.22,36.02,36,1198.0,2324.0,33.0
30193,36.02.22.2008,36.02.22,36.02,36,853.0,1154.0,14.0
30194,36.02.22.2010,36.02.22,36.02,36,473.0,1407.0,30.0
30195,36.02.23.2001,36.02.23,36.02,36,1231.0,2578.0,61.0
30196,36.02.23.2003,36.02.23,36.02,36,847.0,1869.0,19.0
30197,36.02.23.2006,36.02.23,36.02,36,1161.0,2454.0,45.0
30198,36.02.23.2009,36.02.23,36.02,36,1054.0,2209.0,16.0
30199,36.02.24.2002,36.02.24,36.02,36,1949.0,4055.0,50.0
30200,36.02.24.2006,36.02.24,36.02,36,1900.0,3771.0,175.0
30201,36.02.24.2007,36.02.24,36.02,36,1214.0,2327.0,202.0
30202,36.02.25.2003,36.02.25,36.02,36,1022.0,1847.0,33.0
30203,36.03.05.2002,36.03.05,36.03,36,2484.0,5252.0,139.0
30204,36.02.26.2004,36.02.26,36.02,36,1409.0,3720.0,97.0
30205,36.02.26.2005,36.02.26,36.02,36,646.0,1871.0,28.0
30206,36.03.01.2013,36.03.01,36.03,36,1748.0,4651.0,113.0
30207,36.02.26.2009,36.02.26,36.02,36,546.0,1288.0,10.0
30208,36.02.27.2001,36.02.27,36.02,36,711.0,1227.0,28.0
30209,36.02.27.2002,36.02.27,36.02,36,1724.0,2963.0,93.0
30210,36.02.27.2007,36.02.27,36.02,36,904.0,1835.0,11.0
30211,36.02.27.2008,36.02.27,36.02,36,876.0,1038.0,17.0
30212,36.02.27.2009,36.02.27,36.02,36,983.0,711.0,16.0
30213,36.02.28.2002,36.02.28,36.02,36,667.0,1478.0,19.0
30214,36.02.28.2004,36.02.28,36.02,36,832.0,937.0,8.0
30215,36.03.01.2005,36.03.01,36.03,36,2239.0,6106.0,494.0
30216,36.03.01.2009,36.03.01,36.03,36,3668.0,9358.0,347.0
30217,36.03.01.1001,36.03.01,36.03,36,2744.0,6949.0,486.0
30218,36.03.02.2004,36.03.02,36.03,36,2045.0,5830.0,154.0
30219,36.03.03.1001,36.03.03,36.03,36,4456.0,9111.0,1011.0
30220,36.03.03.2002,36.03.03,36.03,36,1522.0,3792.0,117.0
30221,36.03.03.2005,36.03.03,36.03,36,4054.0,8848.0,530.0
30222,36.03.03.2006,36.03.03,36.03,36,1458.0,2900.0,44.0
30223,36.03.03.2008,36.03.03,36.03,36,2760.0,6269.0,207.0
30224,36.03.03.2009,36.03.03,36.03,36,1662.0,3602.0,183.0
30225,36.03.04.2005,36.03.04,36.03,36,1920.0,4481.0,243.0
30226,36.03.03.2010,36.03.03,36.03,36,4066.0,8714.0,865.0
30227,36.03.03.2011,36.03.03,36.03,36,2180.0,5044.0,121.0
30228,36.03.03.2014,36.03.03,36.03,36,1900.0,4322.0,149.0
30229,36.03.04.2001,36.03.04,36.03,36,1045.0,2647.0,42.0
30230,36.03.04.2003,36.03.04,36.03,36,1246.0,2743.0,128.0
30231,36.03.04.2004,36.03.04,36.03,36,1748.0,4199.0,53.0
30232,36.03.04.2006,36.03.04,36.03,36,1486.0,3558.0,162.0
30233,36.03.04.2010,36.03.04,36.03,36,892.0,2092.0,65.0
30234,36.03.05.2003,36.03.05,36.03,36,2708.0,6129.0,242.0
30235,36.03.05.2008,36.03.05,36.03,36,2315.0,5275.0,181.0
30236,36.03.09.2005,36.03.09,36.03,36,2061.0,4222.0,83.0
30237,36.03.05.2017,36.03.05,36.03,36,3144.0,7179.0,241.0
30238,36.03.06.2001,36.03.06,36.03,36,1414.0,3981.0,32.0
30239,36.03.06.2009,36.03.06,36.03,36,1803.0,5351.0,237.0
30240,36.03.06.2015,36.03.06,36.03,36,1821.0,5593.0,178.0
30241,36.03.06.2018,36.03.06,36.03,36,2223.0,6605.0,568.0
30242,36.03.07.2015,36.03.07,36.03,36,953.0,3274.0,44.0
30243,36.03.08.2004,36.03.08,36.03,36,2036.0,5186.0,107.0
30244,36.03.08.2005,36.03.08,36.03,36,1399.0,3613.0,181.0
30245,36.03.08.2006,36.03.08,36.03,36,1073.0,2981.0,53.0
30246,36.03.08.2007,36.03.08,36.03,36,1859.0,5477.0,149.0
30247,36.03.08.2009,36.03.08,36.03,36,1832.0,5136.0,108.0
30248,36.03.08.2010,36.03.08,36.03,36,1879.0,5496.0,420.0
30249,36.03.08.2011,36.03.08,36.03,36,1854.0,5079.0,154.0
30250,36.03.13.2003,36.03.13,36.03,36,2972.0,6578.0,179.0
30251,36.03.08.2012,36.03.08,36.03,36,1422.0,4446.0,109.0
30252,36.03.09.2001,36.03.09,36.03,36,1383.0,2587.0,48.0
30253,36.03.09.2002,36.03.09,36.03,36,1349.0,2501.0,33.0
30254,36.03.09.2004,36.03.09,36.03,36,2980.0,6289.0,202.0
30255,36.03.09.2006,36.03.09,36.03,36,3025.0,6097.0,186.0
30256,36.03.10.2002,36.03.10,36.03,36,2019.0,5091.0,425.0
30257,36.03.11.1010,36.03.11,36.03,36,5692.0,14129.0,667.0
30258,36.03.11.2001,36.03.11,36.03,36,3359.0,8249.0,372.0
30259,36.03.11.2002,36.03.11,36.03,36,2453.0,4637.0,231.0
30260,36.03.11.2005,36.03.11,36.03,36,1855.0,4007.0,83.0
30261,36.03.11.2007,36.03.11,36.03,36,4917.0,10028.0,411.0
30262,36.03.11.2009,36.03.11,36.03,36,1475.0,3346.0,75.0
30263,36.03.11.2014,36.03.11,36.03,36,7896.0,17507.0,878.0
30264,36.03.12.1012,36.03.12,36.03,36,8553.0,18669.0,1786.0
30265,36.03.12.1014,36.03.12,36.03,36,7322.0,19175.0,2728.0
30266,36.03.13.2005,36.03.13,36.03,36,4141.0,10877.0,207.0
30267,36.03.13.2006,36.03.13,36.03,36,4174.0,10889.0,1071.0
30268,36.03.13.2007,36.03.13,36.03,36,2849.0,7491.0,447.0
30269,36.03.22.2006,36.03.22,36.03,36,1705.0,4902.0,586.0
30270,36.03.13.2010,36.03.13,36.03,36,2317.0,5340.0,94.0
30271,36.03.13.2013,36.03.13,36.03,36,3255.0,7955.0,234.0
30272,36.03.14.1003,36.03.14,36.03,36,4223.0,10431.0,372.0
30273,36.03.14.2004,36.03.14,36.03,36,1931.0,3301.0,50.0
30274,36.03.14.2005,36.03.14,36.03,36,2408.0,5619.0,223.0
30275,36.03.14.2006,36.03.14,36.03,36,2815.0,5762.0,168.0
30276,36.03.14.2008,36.03.14,36.03,36,3764.0,8363.0,144.0
30277,36.03.14.2009,36.03.14,36.03,36,2046.0,5020.0,287.0
30278,36.03.15.2002,36.03.15,36.03,36,2000.0,4350.0,233.0
30279,36.03.15.2003,36.03.15,36.03,36,2389.0,3631.0,76.0
30280,36.03.15.2004,36.03.15,36.03,36,2409.0,4322.0,97.0
30281,36.03.15.2006,36.03.15,36.03,36,2724.0,4166.0,92.0
30282,36.03.15.2007,36.03.15,36.03,36,3092.0,5165.0,118.0
30283,36.03.15.2008,36.03.15,36.03,36,2686.0,3667.0,46.0
30284,36.04.05.2015,36.04.05,36.04,36,2226.0,4208.0,1551.0
30285,36.03.15.2011,36.03.15,36.03,36,2981.0,4668.0,156.0
30286,36.03.15.2012,36.03.15,36.03,36,4781.0,7644.0,108.0
30287,36.03.15.2013,36.03.15,36.03,36,1840.0,3257.0,105.0
30288,36.03.15.2014,36.03.15,36.03,36,3424.0,5797.0,58.0
30289,36.03.16.1001,36.03.16,36.03,36,3180.0,7842.0,613.0
30290,36.03.16.2002,36.03.16,36.03,36,5172.0,12981.0,839.0
30291,36.03.16.2003,36.03.16,36.03,36,3184.0,8170.0,241.0
30292,36.03.16.2008,36.03.16,36.03,36,2750.0,6719.0,625.0
30293,36.03.16.2012,36.03.16,36.03,36,2058.0,5567.0,168.0
30294,36.03.16.2015,36.03.16,36.03,36,2885.0,7267.0,271.0
30295,36.03.17.1005,36.03.17,36.03,36,4326.0,10234.0,1443.0
30296,36.03.17.1006,36.03.17,36.03,36,10942.0,33319.0,7564.0
30297,36.03.17.2002,36.03.17,36.03,36,3419.0,9249.0,498.0
30298,36.03.17.2003,36.03.17,36.03,36,6583.0,18261.0,1244.0
30299,36.03.17.2004,36.03.17,36.03,36,4125.0,11315.0,459.0
30300,36.03.18.1001,36.03.18,36.03,36,6133.0,15205.0,910.0
30301,36.03.18.2002,36.03.18,36.03,36,2593.0,6941.0,244.0
30302,36.03.18.2005,36.03.18,36.03,36,4509.0,11579.0,591.0
30303,36.03.18.2010,36.03.18,36.03,36,4182.0,10991.0,536.0
30304,36.03.18.2013,36.03.18,36.03,36,1428.0,3246.0,57.0
30305,36.03.18.2014,36.03.18,36.03,36,3699.0,9345.0,310.0
30306,36.03.19.2003,36.03.19,36.03,36,2782.0,6931.0,238.0
30307,36.03.20.2006,36.03.20,36.03,36,3498.0,7689.0,1231.0
30308,36.03.19.2004,36.03.19,36.03,36,2204.0,4743.0,113.0
30309,36.03.19.2006,36.03.19,36.03,36,2239.0,4614.0,114.0
30310,36.03.19.2007,36.03.19,36.03,36,8578.0,15742.0,2615.0
30311,36.03.19.2008,36.03.19,36.03,36,4818.0,10603.0,621.0
30312,36.03.20.1011,36.03.20,36.03,36,3420.0,8270.0,723.0
30313,36.03.20.2005,36.03.20,36.03,36,1719.0,3992.0,44.0
30314,36.03.20.2007,36.03.20,36.03,36,3203.0,7636.0,206.0
30315,36.03.20.2009,36.03.20,36.03,36,3445.0,8805.0,622.0
30316,36.03.22.1004,36.03.22,36.03,36,4077.0,10253.0,3116.0
30317,36.03.22.2002,36.03.22,36.03,36,1560.0,4270.0,268.0
30318,36.03.22.2007,36.03.22,36.03,36,1952.0,5512.0,390.0
30319,36.03.22.2011,36.03.22,36.03,36,1583.0,5143.0,178.0
30320,36.03.23.2003,36.03.23,36.03,36,1950.0,4250.0,41.0
30321,36.03.23.2005,36.03.23,36.03,36,6978.0,16177.0,2494.0
30322,36.03.23.2009,36.03.23,36.03,36,1964.0,4004.0,55.0
30323,36.03.27.2003,36.03.27,36.03,36,2275.0,6073.0,193.0
30324,36.03.27.2008,36.03.27,36.03,36,1323.0,4292.0,56.0
30325,36.03.28.1001,36.03.28,36.03,36,5437.0,15618.0,4896.0
30326,36.03.28.1003,36.03.28,36.03,36,1870.0,5411.0,3479.0
30327,36.03.28.1005,36.03.28,36.03,36,10340.0,28684.0,6190.0
30328,36.03.28.2006,36.03.28,36.03,36,2826.0,6305.0,2932.0
30329,36.03.29.2001,36.03.29,36.03,36,2839.0,5132.0,59.0
30330,36.03.29.2002,36.03.29,36.03,36,5654.0,10195.0,1086.0
30331,36.03.29.2004,36.03.29,36.03,36,3287.0,6183.0,133.0
30332,36.03.29.2007,36.03.29,36.03,36,1959.0,3834.0,58.0
30333,36.03.30.2001,36.03.30,36.03,36,3083.0,7435.0,296.0
30334,36.03.30.2004,36.03.30,36.03,36,2703.0,5175.0,146.0
30335,36.03.30.2007,36.03.30,36.03,36,2029.0,4705.0,44.0
30336,36.03.31.2002,36.03.31,36.03,36,3582.0,8957.0,305.0
30337,36.03.32.2004,36.03.32,36.03,36,1373.0,2572.0,58.0
30338,36.03.31.2005,36.03.31,36.03,36,1474.0,3638.0,63.0
30339,36.03.31.2006,36.03.31,36.03,36,5118.0,12605.0,506.0
30340,36.03.32.2006,36.03.32,36.03,36,1980.0,3630.0,51.0
30341,36.03.33.2002,36.03.33,36.03,36,961.0,1985.0,50.0
30342,36.03.33.2004,36.03.33,36.03,36,1209.0,2357.0,52.0
30343,36.03.33.2007,36.03.33,36.03,36,1751.0,4719.0,127.0
30344,36.04.05.2001,36.04.05,36.04,36,2731.0,5460.0,1131.0
30345,36.04.05.2003,36.04.05,36.04,36,3225.0,6021.0,597.0
30346,36.04.05.2004,36.04.05,36.04,36,1148.0,2470.0,155.0
30347,36.04.05.2006,36.04.05,36.04,36,1510.0,2959.0,540.0
30348,36.04.05.2007,36.04.05,36.04,36,1283.0,2882.0,101.0
30349,36.04.05.2008,36.04.05,36.04,36,1066.0,2259.0,62.0
30350,36.04.05.2009,36.04.05,36.04,36,1603.0,3025.0,33.0
30351,36.04.05.2011,36.04.05,36.04,36,2629.0,4799.0,536.0
30352,36.04.06.2001,36.04.06,36.04,36,4107.0,6387.0,1291.0
30353,36.04.06.2002,36.04.06,36.04,36,927.0,1749.0,15.0
30354,36.04.06.2003,36.04.06,36.04,36,972.0,2181.0,40.0
30355,36.04.06.2004,36.04.06,36.04,36,698.0,1558.0,76.0
30356,36.04.06.2005,36.04.06,36.04,36,990.0,2127.0,29.0
30357,36.04.06.2007,36.04.06,36.04,36,1222.0,2149.0,69.0
30358,36.04.07.2002,36.04.07,36.04,36,1361.0,2790.0,211.0
30359,36.04.07.2008,36.04.07,36.04,36,916.0,2145.0,60.0
30360,36.04.07.2009,36.04.07,36.04,36,874.0,2124.0,53.0
30361,36.04.07.2010,36.04.07,36.04,36,1057.0,2162.0,49.0
30362,36.04.07.2011,36.04.07,36.04,36,879.0,2070.0,31.0
30363,36.04.08.2003,36.04.08,36.04,36,980.0,2109.0,169.0
30364,36.04.08.2004,36.04.08,36.04,36,1400.0,3239.0,58.0
30365,36.04.08.2005,36.04.08,36.04,36,1440.0,3187.0,79.0
30366,36.04.08.2007,36.04.08,36.04,36,1245.0,2485.0,102.0
30367,36.04.08.2009,36.04.08,36.04,36,1025.0,2017.0,28.0
30368,36.04.09.2004,36.04.09,36.04,36,1094.0,2464.0,88.0
30369,36.04.09.2005,36.04.09,36.04,36,1500.0,3506.0,152.0
30370,36.04.09.2011,36.04.09,36.04,36,1243.0,2450.0,19.0
30371,36.04.09.2012,36.04.09,36.04,36,1215.0,2914.0,23.0
30372,36.04.11.2003,36.04.11,36.04,36,1444.0,2382.0,95.0
30373,36.04.09.2017,36.04.09,36.04,36,3650.0,6471.0,741.0
30374,36.04.11.2007,36.04.11,36.04,36,3289.0,7260.0,209.0
30375,36.04.11.2008,36.04.11,36.04,36,1326.0,3172.0,68.0
30376,36.04.11.2012,36.04.11,36.04,36,1028.0,2191.0,38.0
30377,36.04.11.2014,36.04.11,36.04,36,1125.0,2248.0,85.0
30378,36.04.12.2003,36.04.12,36.04,36,1483.0,3269.0,135.0
30379,36.04.12.2010,36.04.12,36.04,36,1192.0,2936.0,296.0
30380,36.04.12.2011,36.04.12,36.04,36,1196.0,3113.0,58.0
30381,36.04.12.2012,36.04.12,36.04,36,787.0,1613.0,34.0
30382,36.04.12.2013,36.04.12,36.04,36,1310.0,2890.0,42.0
30383,36.04.13.2004,36.04.13,36.04,36,889.0,1993.0,43.0
30384,36.04.13.2006,36.04.13,36.04,36,1436.0,3170.0,208.0
30385,36.04.13.2007,36.04.13,36.04,36,2029.0,3719.0,44.0
30386,36.04.13.2009,36.04.13,36.04,36,514.0,881.0,12.0
30387,36.04.13.2010,36.04.13,36.04,36,904.0,1543.0,109.0
30388,36.04.13.2013,36.04.13,36.04,36,642.0,1348.0,65.0
30389,36.04.14.2001,36.04.14,36.04,36,956.0,1526.0,64.0
30390,36.04.15.2013,36.04.15,36.04,36,4400.0,11843.0,589.0
30391,36.04.14.2007,36.04.14,36.04,36,2202.0,2674.0,40.0
30392,36.04.14.2008,36.04.14,36.04,36,2235.0,2967.0,59.0
30393,36.04.14.2009,36.04.14,36.04,36,1618.0,2048.0,61.0
30394,36.04.15.2001,36.04.15,36.04,36,5181.0,12035.0,560.0
30395,36.04.15.2003,36.04.15,36.04,36,1591.0,3811.0,76.0
30396,36.04.15.2004,36.04.15,36.04,36,2568.0,6232.0,316.0
30397,36.04.15.2005,36.04.15,36.04,36,1672.0,4660.0,48.0
30398,36.04.15.2008,36.04.15,36.04,36,1335.0,3264.0,59.0
30399,36.04.15.2009,36.04.15,36.04,36,2165.0,4824.0,201.0
30400,36.04.15.2010,36.04.15,36.04,36,1238.0,3121.0,50.0
30401,36.04.15.2011,36.04.15,36.04,36,1326.0,3313.0,59.0
30402,36.04.16.2001,36.04.16,36.04,36,2233.0,5161.0,168.0
30403,36.04.16.2003,36.04.16,36.04,36,1545.0,3240.0,45.0
30404,36.04.17.2004,36.04.17,36.04,36,1951.0,4146.0,82.0
30405,36.04.16.2006,36.04.16,36.04,36,1555.0,3450.0,47.0
30406,36.04.16.2007,36.04.16,36.04,36,1437.0,3277.0,84.0
30407,36.04.16.2008,36.04.16,36.04,36,1848.0,4178.0,127.0
30408,36.04.17.2001,36.04.17,36.04,36,894.0,1768.0,65.0
30409,36.04.17.2009,36.04.17,36.04,36,1664.0,2672.0,73.0
30410,36.04.17.2010,36.04.17,36.04,36,1423.0,2819.0,26.0
30411,36.04.18.2001,36.04.18,36.04,36,1269.0,3063.0,79.0
30412,36.04.18.2002,36.04.18,36.04,36,1011.0,2558.0,86.0
30413,36.04.18.2003,36.04.18,36.04,36,544.0,1497.0,47.0
30414,36.04.18.2005,36.04.18,36.04,36,1164.0,2460.0,48.0
30415,36.04.18.2007,36.04.18,36.04,36,1471.0,3050.0,30.0
30416,36.04.19.2002,36.04.19,36.04,36,1200.0,2668.0,89.0
30417,36.04.19.2004,36.04.19,36.04,36,1485.0,3493.0,194.0
30418,36.04.19.2009,36.04.19,36.04,36,720.0,1909.0,80.0
30419,36.04.19.2010,36.04.19,36.04,36,864.0,1911.0,71.0
30420,36.04.19.2013,36.04.19,36.04,36,838.0,1986.0,30.0
30421,36.04.19.2014,36.04.19,36.04,36,882.0,2192.0,226.0
30422,36.04.19.2015,36.04.19,36.04,36,562.0,1304.0,18.0
30423,36.04.20.2001,36.04.20,36.04,36,1330.0,3109.0,158.0
30424,36.04.20.2003,36.04.20,36.04,36,1741.0,3687.0,45.0
30425,36.04.20.2006,36.04.20,36.04,36,1127.0,2347.0,18.0
30426,36.04.20.2008,36.04.20,36.04,36,1770.0,3696.0,117.0
30427,36.04.20.2009,36.04.20,36.04,36,659.0,1480.0,29.0
30428,36.04.22.2003,36.04.22,36.04,36,1715.0,3608.0,75.0
30429,36.04.22.2004,36.04.22,36.04,36,1456.0,2963.0,57.0
30430,36.04.22.2005,36.04.22,36.04,36,808.0,1856.0,20.0
30431,36.04.22.2007,36.04.22,36.04,36,1539.0,3339.0,71.0
30432,36.04.22.2010,36.04.22,36.04,36,1099.0,1940.0,41.0
30433,36.04.23.2002,36.04.23,36.04,36,1627.0,3818.0,157.0
30434,36.04.23.2005,36.04.23,36.04,36,1294.0,2818.0,68.0
30435,36.04.23.2006,36.04.23,36.04,36,961.0,2089.0,47.0
30436,36.04.23.2007,36.04.23,36.04,36,1455.0,3571.0,53.0
30437,36.04.23.2008,36.04.23,36.04,36,1754.0,4006.0,112.0
30438,36.04.23.2010,36.04.23,36.04,36,852.0,2094.0,49.0
30439,36.04.23.2014,36.04.23,36.04,36,856.0,2042.0,77.0
30440,36.04.23.2016,36.04.23,36.04,36,1378.0,2867.0,102.0
30441,36.04.24.2001,36.04.24,36.04,36,1685.0,3647.0,241.0
30442,36.04.24.2002,36.04.24,36.04,36,1849.0,3324.0,19.0
30443,36.04.24.2004,36.04.24,36.04,36,1527.0,3216.0,23.0
30444,36.04.24.2018,36.04.24,36.04,36,1238.0,2292.0,29.0
30445,36.04.25.2002,36.04.25,36.04,36,1475.0,3488.0,71.0
30446,36.04.28.2010,36.04.28,36.04,36,2166.0,5085.0,99.0
30447,36.04.25.2004,36.04.25,36.04,36,1467.0,3532.0,73.0
30448,36.04.25.2005,36.04.25,36.04,36,1468.0,3890.0,97.0
30449,36.04.25.2009,36.04.25,36.04,36,594.0,1630.0,17.0
30450,36.04.26.2001,36.04.26,36.04,36,2201.0,2994.0,133.0
30451,36.04.26.2002,36.04.26,36.04,36,1362.0,2618.0,45.0
30452,36.04.26.2003,36.04.26,36.04,36,2362.0,4609.0,156.0
30453,36.04.27.2001,36.04.27,36.04,36,1230.0,2650.0,38.0
30454,36.04.26.2004,36.04.26,36.04,36,2078.0,3860.0,44.0
30455,36.04.26.2005,36.04.26,36.04,36,2178.0,4334.0,70.0
30456,36.04.26.2007,36.04.26,36.04,36,1861.0,3894.0,46.0
30457,36.04.26.2008,36.04.26,36.04,36,2116.0,3887.0,97.0
30458,36.04.26.2009,36.04.26,36.04,36,2153.0,4908.0,128.0
30459,36.04.27.2003,36.04.27,36.04,36,1177.0,2775.0,32.0
30460,36.04.27.2009,36.04.27,36.04,36,763.0,1823.0,25.0
30461,36.04.27.2011,36.04.27,36.04,36,1022.0,2198.0,22.0
30462,36.04.29.2013,36.04.29,36.04,36,1076.0,2434.0,36.0
30463,36.04.28.2006,36.04.28,36.04,36,1455.0,3425.0,115.0
30464,36.04.28.2007,36.04.28,36.04,36,848.0,2229.0,37.0
30465,36.04.28.2009,36.04.28,36.04,36,1629.0,3812.0,82.0
