,KODE_KEL_DESA,KODE_KECAMATAN,KODE_KAB_KOTA,KODE_PROVINSI,Pengangguran,Kerah Biru,Kerah Putih,Profesional
31087,36.03.29.2005,36.03.29,36.03,36,3112.0,2890.0,4837.0,26.0
31088,36.03.29.2006,36.03.29,36.03,36,2343.0,3815.0,2552.0,9.0
31089,36.03.30.2002,36.03.30,36.03,36,5150.0,6790.0,5951.0,22.0
31090,36.03.30.2003,36.03.30,36.03,36,1730.0,2730.0,1774.0,7.0
31091,36.03.30.2005,36.03.30,36.03,36,2464.0,5049.0,2800.0,8.0
31092,36.03.30.2006,36.03.30,36.03,36,1667.0,2616.0,1952.0,12.0
31093,36.03.30.2008,36.03.30,36.03,36,1731.0,2474.0,2192.0,8.0
31094,36.03.31.2001,36.03.31,36.03,36,2465.0,3151.0,1607.0,6.0
31095,36.03.31.2003,36.03.31,36.03,36,3955.0,5906.0,4495.0,21.0
31096,36.03.31.2004,36.03.31,36.03,36,1201.0,1685.0,891.0,1.0
31097,36.03.31.2007,36.03.31,36.03,36,1704.0,2089.0,2350.0,6.0
31098,36.03.32.2007,36.03.32,36.03,36,2035.0,2727.0,1676.0,1.0
31099,36.03.32.2008,36.03.32,36.03,36,1183.0,1563.0,1057.0,4.0
31100,36.03.32.2009,36.03.32,36.03,36,1066.0,1732.0,1052.0,2.0
31101,36.03.33.2001,36.03.33,36.03,36,1109.0,1278.0,952.0,8.0
31102,36.03.33.2005,36.03.33,36.03,36,842.0,949.0,544.0,1.0
31103,36.03.33.2006,36.03.33,36.03,36,1578.0,2457.0,970.0,10.0
31104,36.03.33.2008,36.03.33,36.03,36,1209.0,1488.0,1377.0,12.0
31105,36.04.05.2002,36.04.05,36.04,36,1612.0,1682.0,901.0,7.0
31106,36.04.05.2005,36.04.05,36.04,36,3034.0,2954.0,2662.0,28.0
31107,36.04.06.2011,36.04.06,36.04,36,847.0,1248.0,219.0,0.0
31108,36.04.05.2010,36.04.05,36.04,36,1674.0,1925.0,535.0,1.0
31109,36.04.05.2012,36.04.05,36.04,36,1460.0,1471.0,733.0,12.0
31110,36.04.05.2013,36.04.05,36.04,36,2222.0,2113.0,1707.0,32.0
31111,36.04.05.2014,36.04.05,36.04,36,512.0,742.0,197.0,3.0
31112,36.04.06.2006,36.04.06,36.04,36,1879.0,2863.0,796.0,3.0
31113,36.04.06.2008,36.04.06,36.04,36,1105.0,1620.0,535.0,0.0
31114,36.04.06.2009,36.04.06,36.04,36,552.0,757.0,205.0,0.0
31115,36.04.06.2010,36.04.06,36.04,36,506.0,722.0,201.0,0.0
31116,36.04.07.2001,36.04.07,36.04,36,1505.0,1877.0,1004.0,6.0
31117,36.04.07.2003,36.04.07,36.04,36,717.0,1145.0,480.0,4.0
31118,36.04.07.2004,36.04.07,36.04,36,1535.0,2668.0,385.0,2.0
31119,36.04.07.2005,36.04.07,36.04,36,1101.0,1982.0,482.0,0.0
31120,36.04.07.2006,36.04.07,36.04,36,1431.0,1910.0,700.0,12.0
31121,36.04.09.2003,36.04.09,36.04,36,1441.0,2538.0,572.0,1.0
31122,36.04.07.2007,36.04.07,36.04,36,1744.0,2558.0,1018.0,9.0
31123,36.04.08.2001,36.04.08,36.04,36,697.0,1074.0,402.0,0.0
31124,36.04.08.2002,36.04.08,36.04,36,1176.0,1818.0,769.0,2.0
31125,36.04.08.2006,36.04.08,36.04,36,2002.0,3164.0,883.0,2.0
31126,36.04.08.2008,36.04.08,36.04,36,1073.0,1768.0,331.0,3.0
31127,36.04.09.2001,36.04.09,36.04,36,632.0,880.0,270.0,0.0
31128,36.04.09.2002,36.04.09,36.04,36,1762.0,1782.0,1479.0,10.0
31129,36.04.09.2006,36.04.09,36.04,36,673.0,896.0,264.0,3.0
31130,36.04.09.2009,36.04.09,36.04,36,1327.0,1530.0,668.0,2.0
31131,36.04.09.2010,36.04.09,36.04,36,932.0,1601.0,302.0,2.0
31132,36.04.09.2013,36.04.09,36.04,36,1052.0,1517.0,575.0,5.0
31133,36.04.09.2014,36.04.09,36.04,36,4620.0,2843.0,4057.0,24.0
31134,36.04.09.2015,36.04.09,36.04,36,1018.0,1599.0,453.0,2.0
31135,36.04.09.2016,36.04.09,36.04,36,1221.0,1143.0,955.0,3.0
31136,36.04.11.2001,36.04.11,36.04,36,2526.0,2596.0,2607.0,10.0
31137,36.04.11.2002,36.04.11,36.04,36,1401.0,2166.0,681.0,0.0
31138,36.04.11.2006,36.04.11,36.04,36,1370.0,1943.0,747.0,0.0
31139,36.04.11.2011,36.04.11,36.04,36,3162.0,2597.0,3408.0,11.0
31140,36.04.11.2013,36.04.11,36.04,36,1933.0,2322.0,1842.0,0.0
31141,36.04.12.2004,36.04.12,36.04,36,826.0,2215.0,406.0,5.0
31142,36.04.12.2006,36.04.12,36.04,36,803.0,1628.0,486.0,0.0
31143,36.04.12.2008,36.04.12,36.04,36,1074.0,2685.0,479.0,12.0
31144,36.04.14.2003,36.04.14,36.04,36,1194.0,1978.0,211.0,0.0
31145,36.04.12.2009,36.04.12,36.04,36,1017.0,2160.0,488.0,10.0
31146,36.04.14.2004,36.04.14,36.04,36,896.0,1238.0,209.0,5.0
31147,36.04.13.2001,36.04.13,36.04,36,797.0,1580.0,411.0,3.0
31148,36.04.13.2002,36.04.13,36.04,36,476.0,1489.0,116.0,3.0
31149,36.04.13.2003,36.04.13,36.04,36,562.0,1245.0,159.0,0.0
31150,36.04.13.2005,36.04.13,36.04,36,527.0,1667.0,210.0,5.0
31151,36.04.13.2008,36.04.13,36.04,36,805.0,2100.0,156.0,5.0
31152,36.04.13.2011,36.04.13,36.04,36,549.0,1541.0,92.0,0.0
31153,36.04.13.2012,36.04.13,36.04,36,542.0,1484.0,133.0,0.0
31154,36.04.13.2014,36.04.13,36.04,36,604.0,1326.0,208.0,4.0
31155,36.04.14.2002,36.04.14,36.04,36,1170.0,2217.0,171.0,4.0
31156,36.04.14.2005,36.04.14,36.04,36,1751.0,2596.0,500.0,2.0
31157,36.04.14.2006,36.04.14,36.04,36,1155.0,1559.0,159.0,2.0
31158,36.04.15.2002,36.04.15,36.04,36,1997.0,2245.0,1630.0,4.0
31159,36.04.15.2006,36.04.15,36.04,36,1600.0,2618.0,409.0,0.0
31160,36.04.15.2007,36.04.15,36.04,36,1820.0,2132.0,1593.0,0.0
31161,36.04.15.2012,36.04.15,36.04,36,1158.0,1641.0,581.0,0.0
31162,36.04.16.2002,36.04.16,36.04,36,1150.0,1647.0,346.0,0.0
31163,36.04.16.2004,36.04.16,36.04,36,1177.0,1966.0,938.0,0.0
31164,36.04.16.2005,36.04.16,36.04,36,1964.0,1865.0,2164.0,5.0
31165,36.04.16.2009,36.04.16,36.04,36,1881.0,2080.0,1577.0,3.0
31166,36.04.17.2002,36.04.17,36.04,36,1407.0,1621.0,510.0,4.0
31167,36.04.17.2003,36.04.17,36.04,36,1717.0,1907.0,524.0,4.0
31168,36.04.17.2006,36.04.17,36.04,36,1923.0,2548.0,332.0,2.0
31169,36.04.17.2007,36.04.17,36.04,36,1500.0,2152.0,355.0,1.0
31170,36.71.07.1005,36.71.07,36.71,36,2968.0,3794.0,7181.0,65.0
31171,36.04.18.2004,36.04.18,36.04,36,1613.0,2369.0,911.0,1.0
31172,36.04.18.2006,36.04.18,36.04,36,898.0,1518.0,477.0,0.0
31173,36.04.19.2001,36.04.19,36.04,36,1433.0,1989.0,698.0,3.0
31174,36.04.19.2008,36.04.19,36.04,36,968.0,1584.0,244.0,1.0
31175,36.04.19.2003,36.04.19,36.04,36,1921.0,3072.0,538.0,11.0
31176,36.04.19.2005,36.04.19,36.04,36,630.0,1252.0,134.0,0.0
31177,36.04.19.2006,36.04.19,36.04,36,1080.0,1491.0,286.0,0.0
31178,36.04.19.2007,36.04.19,36.04,36,1173.0,1724.0,400.0,0.0
31179,36.04.19.2011,36.04.19,36.04,36,625.0,962.0,165.0,1.0
31180,36.04.19.2012,36.04.19,36.04,36,1299.0,1757.0,492.0,2.0
31181,36.04.27.2007,36.04.27,36.04,36,1092.0,1329.0,676.0,5.0
31182,36.04.20.2002,36.04.20,36.04,36,1687.0,2903.0,218.0,0.0
31183,36.04.20.2007,36.04.20,36.04,36,1433.0,2226.0,240.0,3.0
31184,36.04.20.2004,36.04.20,36.04,36,1953.0,3138.0,448.0,3.0
31185,36.04.20.2005,36.04.20,36.04,36,1011.0,1827.0,170.0,1.0
31186,36.04.22.2001,36.04.22,36.04,36,1931.0,1902.0,916.0,3.0
31187,36.04.22.2002,36.04.22,36.04,36,1276.0,1462.0,220.0,0.0
31188,36.04.22.2008,36.04.22,36.04,36,1119.0,1319.0,256.0,0.0
31189,36.04.22.2009,36.04.22,36.04,36,1743.0,1650.0,1015.0,5.0
31190,36.04.22.2011,36.04.22,36.04,36,903.0,958.0,190.0,0.0
31191,36.04.22.2012,36.04.22,36.04,36,934.0,1043.0,236.0,0.0
31192,36.04.22.2013,36.04.22,36.04,36,736.0,822.0,199.0,0.0
31193,36.04.23.2001,36.04.23,36.04,36,1524.0,2281.0,645.0,3.0
31194,36.04.23.2003,36.04.23,36.04,36,810.0,1216.0,324.0,6.0
31195,36.04.23.2004,36.04.23,36.04,36,1276.0,1529.0,537.0,0.0
31196,36.04.23.2009,36.04.23,36.04,36,1505.0,2280.0,452.0,2.0
31197,36.04.23.2011,36.04.23,36.04,36,967.0,1236.0,501.0,6.0
31198,36.04.23.2013,36.04.23,36.04,36,1237.0,1509.0,546.0,7.0
31199,36.04.23.2015,36.04.23,36.04,36,1819.0,2681.0,312.0,1.0
31200,36.04.23.2017,36.04.23,36.04,36,1074.0,1433.0,311.0,0.0
31201,36.04.24.2003,36.04.24,36.04,36,1719.0,2963.0,289.0,0.0
31202,36.04.24.2005,36.04.24,36.04,36,1333.0,2271.0,240.0,0.0
31203,36.04.24.2006,36.04.24,36.04,36,1298.0,1911.0,193.0,0.0
31204,36.04.24.2007,36.04.24,36.04,36,1710.0,3092.0,286.0,2.0
31205,36.04.24.2008,36.04.24,36.04,36,1726.0,2877.0,494.0,6.0
31206,36.04.24.2010,36.04.24,36.04,36,1990.0,3027.0,450.0,4.0
31207,36.04.25.2001,36.04.25,36.04,36,757.0,1518.0,252.0,10.0
31208,36.04.25.2003,36.04.25,36.04,36,1960.0,3444.0,447.0,1.0
31209,36.04.25.2006,36.04.25,36.04,36,1682.0,2989.0,591.0,5.0
31210,36.04.25.2007,36.04.25,36.04,36,881.0,1936.0,434.0,2.0
31211,36.04.25.2008,36.04.25,36.04,36,1316.0,2369.0,374.0,7.0
31212,36.71.07.1006,36.71.07,36.71,36,2411.0,2933.0,5388.0,58.0
31213,36.04.25.2010,36.04.25,36.04,36,966.0,1887.0,364.0,6.0
31214,36.04.26.2006,36.04.26,36.04,36,2002.0,2879.0,1080.0,3.0
31215,36.04.27.2002,36.04.27,36.04,36,559.0,1236.0,105.0,0.0
31216,36.04.27.2004,36.04.27,36.04,36,891.0,1435.0,415.0,1.0
31217,36.04.27.2005,36.04.27,36.04,36,700.0,1006.0,368.0,2.0
31218,36.04.27.2006,36.04.27,36.04,36,800.0,1375.0,351.0,2.0
31219,36.71.07.1007,36.71.07,36.71,36,1723.0,2016.0,4117.0,52.0
31220,36.04.27.2008,36.04.27,36.04,36,657.0,1001.0,298.0,0.0
31221,36.04.27.2010,36.04.27,36.04,36,604.0,956.0,174.0,1.0
31222,36.04.28.2001,36.04.28,36.04,36,2223.0,2000.0,623.0,2.0
31223,36.71.07.1008,36.71.07,36.71,36,955.0,1144.0,2118.0,25.0
31224,36.04.28.2013,36.04.28,36.04,36,981.0,1138.0,353.0,4.0
31225,36.04.29.2002,36.04.29,36.04,36,1539.0,2024.0,278.0,3.0
31226,36.04.30.2011,36.04.30,36.04,36,985.0,1581.0,532.0,1.0
31227,36.04.29.2008,36.04.29,36.04,36,2377.0,2768.0,489.0,3.0
31228,36.04.29.2011,36.04.29,36.04,36,1622.0,2210.0,427.0,0.0
31229,36.04.30.2001,36.04.30,36.04,36,2103.0,2384.0,1847.0,11.0
31230,36.04.30.2003,36.04.30,36.04,36,1552.0,2199.0,821.0,2.0
31231,36.04.30.2004,36.04.30,36.04,36,815.0,1118.0,344.0,0.0
31232,36.04.30.2006,36.04.30,36.04,36,1134.0,1685.0,450.0,0.0
31233,36.04.30.2009,36.04.30,36.04,36,1817.0,1993.0,1116.0,5.0
31234,36.04.30.2010,36.04.30,36.04,36,1171.0,1512.0,391.0,0.0
31235,36.04.30.2012,36.04.30,36.04,36,922.0,1249.0,463.0,5.0
31236,36.04.31.2003,36.04.31,36.04,36,874.0,1214.0,307.0,0.0
31237,36.04.31.2004,36.04.31,36.04,36,1152.0,1402.0,640.0,0.0
31238,36.04.31.2011,36.04.31,36.04,36,2251.0,2648.0,881.0,0.0
31239,36.04.31.2013,36.04.31,36.04,36,839.0,1142.0,250.0,0.0
31240,36.04.31.2014,36.04.31,36.04,36,375.0,510.0,125.0,2.0
31241,36.04.32.2002,36.04.32,36.04,36,991.0,1461.0,203.0,0.0
31242,36.04.32.2004,36.04.32,36.04,36,1225.0,1261.0,186.0,0.0
31243,36.04.32.2005,36.04.32,36.04,36,402.0,699.0,84.0,0.0
31244,36.04.32.2007,36.04.32,36.04,36,948.0,1172.0,246.0,0.0
31245,36.04.32.2008,36.04.32,36.04,36,755.0,994.0,232.0,0.0
31246,36.04.32.2009,36.04.32,36.04,36,711.0,1014.0,277.0,0.0
31247,36.04.32.2010,36.04.32,36.04,36,683.0,849.0,428.0,0.0
31248,36.04.32.2011,36.04.32,36.04,36,1620.0,2360.0,654.0,0.0
31249,36.04.32.2013,36.04.32,36.04,36,648.0,790.0,207.0,1.0
31250,36.04.33.2001,36.04.33,36.04,36,1303.0,1507.0,399.0,3.0
31251,36.04.33.2005,36.04.33,36.04,36,954.0,1288.0,303.0,1.0
31252,36.04.34.2003,36.04.34,36.04,36,1744.0,1777.0,561.0,2.0
31253,36.04.34.2007,36.04.34,36.04,36,996.0,1375.0,167.0,0.0
31254,36.04.35.2001,36.04.35,36.04,36,888.0,1214.0,372.0,1.0
31255,36.04.35.2004,36.04.35,36.04,36,616.0,1122.0,173.0,0.0
31256,36.04.35.2005,36.04.35,36.04,36,676.0,1301.0,179.0,2.0
31257,36.04.35.2006,36.04.35,36.04,36,921.0,1358.0,287.0,3.0
31258,36.04.35.2007,36.04.35,36.04,36,1673.0,2032.0,250.0,1.0
31259,36.04.35.2009,36.04.35,36.04,36,1323.0,2101.0,387.0,2.0
31260,36.04.35.2010,36.04.35,36.04,36,1158.0,1863.0,421.0,6.0
31261,36.71.01.1001,36.71.01,36.71,36,1008.0,1564.0,2548.0,36.0
31262,36.71.01.1002,36.71.01,36.71,36,818.0,1023.0,2012.0,37.0
31263,36.71.01.1005,36.71.01,36.71,36,4401.0,5979.0,10188.0,110.0
31264,36.71.01.1006,36.71.01,36.71,36,1610.0,2067.0,3759.0,135.0
31265,36.71.01.1008,36.71.01,36.71,36,2959.0,4050.0,5748.0,72.0
31266,36.71.02.1004,36.71.02,36.71,36,3954.0,3830.0,9119.0,66.0
31267,36.71.02.1005,36.71.02,36.71,36,2484.0,2563.0,6150.0,6.0
31268,36.71.02.1006,36.71.02,36.71,36,3083.0,2592.0,9040.0,20.0
31269,36.71.03.1001,36.71.03,36.71,36,2339.0,2927.0,5377.0,58.0
31270,36.71.03.1004,36.71.03,36.71,36,1870.0,2006.0,4412.0,21.0
31271,36.71.03.1006,36.71.03,36.71,36,2850.0,3834.0,6043.0,29.0
31272,36.71.03.1007,36.71.03,36.71,36,1540.0,1802.0,3491.0,29.0
31273,36.71.04.1001,36.71.04,36.71,36,3471.0,5438.0,6276.0,31.0
31274,36.71.04.1002,36.71.04,36.71,36,2862.0,4797.0,5392.0,15.0
31275,36.71.04.1004,36.71.04,36.71,36,1124.0,1936.0,2326.0,4.0
31276,36.71.05.1003,36.71.05,36.71,36,3334.0,4775.0,8475.0,76.0
31277,36.71.05.1004,36.71.05,36.71,36,3089.0,4480.0,5992.0,47.0
31278,36.71.05.1005,36.71.05,36.71,36,2292.0,2915.0,4556.0,53.0
31279,36.71.05.1007,36.71.05,36.71,36,2096.0,3084.0,4497.0,31.0
31280,36.71.05.1009,36.71.05,36.71,36,3427.0,4391.0,6886.0,96.0
31281,36.71.06.1001,36.71.06,36.71,36,2724.0,3749.0,6354.0,40.0
31282,36.71.06.1002,36.71.06,36.71,36,2521.0,3520.0,6549.0,75.0
31283,36.71.06.1003,36.71.06,36.71,36,1641.0,2398.0,4286.0,54.0
31284,36.71.06.1004,36.71.06,36.71,36,2269.0,3392.0,5738.0,66.0
31285,36.71.07.1002,36.71.07,36.71,36,1318.0,1812.0,3157.0,17.0
31286,36.71.07.1013,36.71.07,36.71,36,1731.0,2411.0,3946.0,34.0
31287,36.71.07.1014,36.71.07,36.71,36,1251.0,2105.0,3092.0,21.0
31288,36.71.07.1016,36.71.07,36.71,36,1473.0,2066.0,2903.0,13.0
31289,36.71.08.1001,36.71.08,36.71,36,3476.0,3901.0,9264.0,72.0
31290,36.71.08.1002,36.71.08,36.71,36,4077.0,5202.0,12390.0,50.0
31291,36.71.08.1003,36.71.08,36.71,36,5451.0,6379.0,15694.0,127.0
31292,36.71.09.1003,36.71.09,36.71,36,2697.0,2986.0,7949.0,184.0
31293,36.71.09.1004,36.71.09,36.71,36,3182.0,3995.0,7354.0,134.0
31294,36.71.10.1003,36.71.10,36.71,36,3111.0,5459.0,4366.0,8.0
31295,36.71.10.1004,36.71.10,36.71,36,3194.0,5515.0,3995.0,13.0
31296,36.71.10.1006,36.71.10,36.71,36,2460.0,3645.0,3923.0,46.0
31297,36.71.11.1001,36.71.11,36.71,36,2907.0,3719.0,7243.0,115.0
31298,36.71.11.1002,36.71.11,36.71,36,2597.0,3470.0,6480.0,47.0
31299,36.71.11.1003,36.71.11,36.71,36,2371.0,3396.0,5622.0,60.0
31300,36.71.11.1005,36.71.11,36.71,36,4615.0,6707.0,11770.0,121.0
31301,36.71.11.1006,36.71.11,36.71,36,1315.0,2411.0,2672.0,5.0
31302,36.71.11.1007,36.71.11,36.71,36,2253.0,3204.0,4584.0,103.0
31303,36.71.11.1010,36.71.11,36.71,36,3677.0,4875.0,7699.0,85.0
31304,36.71.12.1006,36.71.12,36.71,36,2490.0,3706.0,7249.0,92.0
31305,36.71.12.1005,36.71.12,36.71,36,2284.0,3612.0,6059.0,66.0
31306,36.71.13.1001,36.71.13,36.71,36,3356.0,4634.0,9040.0,64.0
31307,36.71.13.1002,36.71.13,36.71,36,2285.0,3761.0,6757.0,68.0
31308,36.71.13.1003,36.71.13,36.71,36,2621.0,4073.0,7230.0,43.0
31309,36.71.13.1004,36.71.13,36.71,36,2103.0,3108.0,5692.0,37.0
31310,36.71.13.1008,36.71.13,36.71,36,2259.0,3328.0,6377.0,40.0
31311,36.72.01.1001,36.72.01,36.72,36,3376.0,4591.0,5424.0,146.0
31312,36.72.01.1004,36.72.01,36.72,36,805.0,1418.0,419.0,3.0
31313,36.72.01.1005,36.72.01,36.72,36,2033.0,3603.0,1343.0,13.0
31314,36.72.02.1001,36.72.02,36.72,36,839.0,1428.0,1160.0,2.0
31315,36.72.02.1002,36.72.02,36.72,36,1928.0,3177.0,2596.0,62.0
31316,36.72.02.1003,36.72.02,36.72,36,1883.0,2947.0,2041.0,62.0
31317,36.72.03.1001,36.72.03,36.72,36,4239.0,5348.0,2944.0,21.0
31318,36.72.03.1002,36.72.03,36.72,36,3347.0,4496.0,2590.0,20.0
31319,36.72.04.1002,36.72.04,36.72,36,2449.0,3493.0,2134.0,15.0
31320,36.72.04.1005,36.72.04,36.72,36,1638.0,3206.0,987.0,5.0
31321,36.72.04.1006,36.72.04,36.72,36,2023.0,3297.0,1118.0,1.0
31322,36.72.05.1002,36.72.05,36.72,36,4612.0,5622.0,5662.0,83.0
31323,36.72.06.1001,36.72.06,36.72,36,1669.0,2085.0,2211.0,60.0
31324,36.72.06.1003,36.72.06,36.72,36,3105.0,4443.0,3979.0,26.0
31325,36.72.07.1005,36.72.07,36.72,36,1091.0,1737.0,948.0,1.0
31326,36.72.07.1001,36.72.07,36.72,36,503.0,585.0,738.0,11.0
31327,36.72.07.1003,36.72.07,36.72,36,2651.0,4294.0,3368.0,57.0
31328,36.72.07.1004,36.72.07,36.72,36,1348.0,2163.0,1301.0,16.0
31329,36.72.07.1006,36.72.07,36.72,36,799.0,1398.0,653.0,5.0
31330,36.72.08.1005,36.72.08,36.72,36,2645.0,3632.0,2703.0,29.0
31331,36.72.08.1006,36.72.08,36.72,36,2193.0,3319.0,1660.0,20.0
31332,36.72.08.1007,36.72.08,36.72,36,3513.0,4682.0,4184.0,46.0
31333,36.73.01.1003,36.73.01,36.73,36,5239.0,4753.0,5848.0,105.0
31334,36.73.01.1005,36.73.01,36.73,36,4504.0,4234.0,3852.0,22.0
31335,36.73.01.1006,36.73.01,36.73,36,6884.0,6456.0,5612.0,33.0
31336,36.73.01.1008,36.73.01,36.73,36,1771.0,1858.0,488.0,0.0
31337,36.73.01.1012,36.73.01,36.73,36,4105.0,3905.0,3197.0,32.0
31338,36.73.02.1003,36.73.02,36.73,36,2904.0,2931.0,1029.0,0.0
31339,36.73.02.1004,36.73.02,36.73,36,3572.0,3036.0,1039.0,2.0
31340,36.73.02.1006,36.73.02,36.73,36,2252.0,2600.0,692.0,1.0
31341,36.73.02.1009,36.73.02,36.73,36,2888.0,3063.0,563.0,4.0
31342,36.73.03.1001,36.73.03,36.73,36,978.0,1019.0,949.0,3.0
31343,36.73.03.1008,36.73.03,36.73,36,1943.0,1657.0,1836.0,23.0
31344,36.73.03.1009,36.73.03,36.73,36,1620.0,1285.0,1471.0,8.0
31345,36.73.03.1010,36.73.03,36.73,36,3452.0,2844.0,2987.0,53.0
31346,36.73.03.1012,36.73.03,36.73,36,1225.0,1609.0,685.0,5.0
31347,36.73.03.1014,36.73.03,36.73,36,3619.0,2441.0,3430.0,7.0
31348,36.73.04.1001,36.73.04,36.73,36,1106.0,1375.0,777.0,1.0
31349,36.73.04.1002,36.73.04,36.73,36,1525.0,2024.0,1015.0,6.0
31350,36.73.04.1003,36.73.04,36.73,36,2050.0,2901.0,989.0,6.0
31351,36.73.04.1005,36.73.04,36.73,36,2333.0,2653.0,1335.0,19.0
31352,36.73.04.1006,36.73.04,36.73,36,1322.0,1630.0,926.0,0.0
31353,36.73.04.1009,36.73.04,36.73,36,1231.0,1728.0,847.0,2.0
31354,36.73.04.1010,36.73.04,36.73,36,1352.0,1585.0,530.0,0.0
31355,36.73.05.1007,36.73.05,36.73,36,2503.0,1407.0,1956.0,47.0
31356,36.73.05.1003,36.73.05,36.73,36,3889.0,3308.0,2709.0,20.0
31357,36.73.05.1004,36.73.05,36.73,36,4598.0,3254.0,3129.0,48.0
31358,36.73.05.1006,36.73.05,36.73,36,2441.0,2270.0,1090.0,21.0
31359,36.73.05.1008,36.73.05,36.73,36,2649.0,2635.0,925.0,7.0
31360,36.73.06.1001,36.73.06,36.73,36,2631.0,2549.0,1204.0,0.0
31361,36.73.06.1002,36.73.06,36.73,36,2127.0,2220.0,706.0,1.0
31362,36.73.06.1003,36.73.06,36.73,36,1561.0,1820.0,597.0,2.0
31363,36.73.06.1005,36.73.06,36.73,36,1429.0,1132.0,611.0,0.0
31364,36.73.06.1007,36.73.06,36.73,36,2069.0,2035.0,1534.0,23.0
31365,36.73.06.1008,36.73.06,36.73,36,5027.0,4539.0,4673.0,46.0
31366,36.73.06.1009,36.73.06,36.73,36,1410.0,1535.0,853.0,4.0
31367,36.74.04.1004,36.74.04,36.74,36,4766.0,5834.0,10800.0,164.0
31368,36.73.06.1010,36.73.06,36.73,36,2961.0,2468.0,2225.0,25.0
31369,36.73.06.1012,36.73.06,36.73,36,2165.0,1798.0,1911.0,43.0
31370,36.74.01.1004,36.74.01,36.74,36,1748.0,2596.0,3491.0,116.0
31371,36.74.01.1005,36.74.01,36.74,36,1376.0,1993.0,2866.0,71.0
31372,36.74.01.1009,36.74.01,36.74,36,3391.0,4600.0,6071.0,54.0
31373,36.74.02.1001,36.74.02,36.74,36,2393.0,2414.0,5134.0,65.0
31374,36.74.02.1003,36.74.02,36.74,36,4119.0,4696.0,9025.0,110.0
31375,36.74.03.1002,36.74.03,36.74,36,4022.0,5092.0,8683.0,248.0
31376,36.74.03.1004,36.74.03,36.74,36,1772.0,2249.0,3351.0,56.0
31377,36.74.03.1005,36.74.03,36.74,36,4748.0,5269.0,10110.0,150.0
31378,36.74.03.1006,36.74.03,36.74,36,3697.0,4514.0,6915.0,76.0
31379,36.74.03.1007,36.74.03,36.74,36,5276.0,6915.0,12026.0,162.0
31380,36.74.03.1009,36.74.03,36.74,36,1997.0,3082.0,3428.0,42.0
31381,36.74.03.1010,36.74.03,36.74,36,5528.0,6950.0,12386.0,208.0
31382,36.74.04.1001,36.74.04,36.74,36,4157.0,5295.0,9035.0,133.0
31383,36.74.04.1002,36.74.04,36.74,36,5999.0,6619.0,13791.0,210.0
31384,36.74.04.1007,36.74.04,36.74,36,4054.0,5010.0,8810.0,88.0
31385,36.74.05.1001,36.74.05,36.74,36,4210.0,4945.0,9808.0,203.0
31386,36.74.05.1002,36.74.05,36.74,36,4739.0,5585.0,10090.0,196.0
31387,36.74.05.1006,36.74.05,36.74,36,3824.0,4997.0,9066.0,173.0
31388,36.74.06.1004,36.74.06,36.74,36,3247.0,4260.0,7335.0,141.0
31389,36.74.06.1005,36.74.06,36.74,36,5891.0,7536.0,12483.0,123.0
31390,36.74.06.1006,36.74.06,36.74,36,8013.0,10331.0,18148.0,243.0
31391,36.74.06.1007,36.74.06,36.74,36,4308.0,4996.0,8607.0,110.0
31392,36.74.06.1008,36.74.06,36.74,36,4465.0,5528.0,11265.0,238.0
31393,36.74.07.1003,36.74.07,36.74,36,1401.0,2358.0,1711.0,6.0
31394,36.74.07.1004,36.74.07,36.74,36,3836.0,4266.0,6985.0,98.0
